Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,3,Male,2,1,Laboratory Technician,4,Married,"(1000, 6500]",1,No,18,3,4,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,4,Life Sciences,1602,4,Male,4,4,Manager,1,Single,"(6500, 19999]",1,No,15,3,2,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1604,3,Male,3,1,Laboratory Technician,2,Married,"(1000, 6500]",1,Yes,17,3,3,3,1,3,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,1605,2,Female,2,1,Research Scientist,3,Married,"(1000, 6500]",1,Yes,14,3,2,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,1606,2,Male,3,4,Healthcare Representative,3,Married,"(6500, 19999]",2,Yes,15,3,3,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,1607,2,Female,4,1,Research Scientist,4,Married,"(1000, 6500]",3,No,17,3,4,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,1608,2,Female,3,5,Research Director,4,Divorced,"(6500, 19999]",0,Yes,14,3,4,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,1609,2,Male,2,1,Research Scientist,2,Married,"(1000, 6500]",1,No,12,3,2,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,1611,3,Female,1,2,Laboratory Technician,1,Single,"(1000, 6500]",1,Yes,14,3,1,0,10,3,3,10,7,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1612,1,Male,2,2,Sales Executive,1,Married,"(1000, 6500]",1,No,15,3,1,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Other,1613,4,Male,3,2,Sales Executive,1,Single,"(1000, 6500]",7,No,13,3,4,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,3,Female,3,2,Manufacturing Director,3,Married,"(1000, 6500]",9,Yes,12,3,2,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1615,3,Male,4,2,Manufacturing Director,4,Divorced,"(1000, 6500]",1,No,13,3,1,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1617,3,Female,3,1,Laboratory Technician,1,Married,"(1000, 6500]",1,No,14,3,4,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,1618,2,Male,3,2,Manufacturing Director,1,Married,"(1000, 6500]",2,No,13,3,4,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,2,1,Laboratory Technician,1,Divorced,"(1000, 6500]",1,No,11,3,1,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1621,2,Male,4,2,Research Scientist,1,Married,"(1000, 6500]",1,No,11,3,4,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,1622,2,Female,1,2,Manufacturing Director,1,Divorced,"(1000, 6500]",0,No,21,4,2,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,1623,3,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",1,No,18,3,3,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,1624,2,Female,3,1,Sales Representative,4,Single,"(1000, 6500]",1,Yes,12,3,3,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,3,5,Manager,3,Married,"(6500, 19999]",3,No,11,3,3,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,1627,3,Male,2,2,Laboratory Technician,3,Divorced,"(1000, 6500]",0,No,15,3,4,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1628,1,Female,2,3,Manufacturing Director,3,Married,"(6500, 19999]",1,No,13,3,4,2,18,2,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,1630,3,Female,3,2,Healthcare Representative,3,Married,"(1000, 6500]",1,No,12,3,4,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1631,3,Male,3,2,Manufacturing Director,3,Married,"(1000, 6500]",3,No,17,3,1,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1633,1,Female,3,2,Manufacturing Director,3,Single,"(1000, 6500]",0,No,13,3,4,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,1635,4,Female,2,2,Manufacturing Director,4,Divorced,"(1000, 6500]",1,No,19,3,1,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,1638,4,Female,2,3,Manufacturing Director,3,Married,"(6500, 19999]",3,Yes,19,3,4,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,1639,4,Male,2,3,Sales Executive,1,Married,"(6500, 19999]",9,No,17,3,3,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,3,1,Research Scientist,2,Married,"(1000, 6500]",1,No,11,3,1,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1641,3,Female,3,3,Manufacturing Director,4,Single,"(6500, 19999]",6,Yes,15,3,4,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1642,1,Male,3,2,Human Resources,4,Married,"(1000, 6500]",4,Yes,11,3,3,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,1644,3,Male,2,4,Manager,4,Married,"(6500, 19999]",2,No,25,4,2,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,1645,1,Male,1,2,Sales Executive,4,Divorced,"(1000, 6500]",6,Yes,14,3,4,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,1,Female,3,1,Research Scientist,4,Single,"(1000, 6500]",1,Yes,13,3,3,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,3,Medical,1647,2,Female,4,1,Research Scientist,3,Married,"(1000, 6500]",7,No,17,3,1,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,3,Medical,1648,4,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",2,No,13,3,3,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1649,1,Male,3,1,Laboratory Technician,1,Single,"(1000, 6500]",3,Yes,14,3,2,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,3,Medical,1650,3,Male,2,2,Sales Executive,3,Single,"(1000, 6500]",9,No,11,3,3,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1651,2,Female,3,3,Healthcare Representative,1,Married,"(6500, 19999]",4,No,12,3,3,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1653,4,Male,4,2,Manufacturing Director,3,Divorced,"(1000, 6500]",1,No,17,3,3,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,3,Medical,1654,4,Male,3,2,Manufacturing Director,2,Married,"(1000, 6500]",4,No,21,4,3,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1655,1,Female,3,4,Research Director,2,Married,"(6500, 19999]",3,No,16,3,2,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,4,Female,2,3,Research Director,1,Divorced,"(6500, 19999]",5,No,15,3,3,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,3,Medical,1657,3,Female,3,1,Sales Representative,3,Single,"(1000, 6500]",1,No,19,3,1,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1658,4,Female,3,2,Research Scientist,2,Divorced,"(1000, 6500]",1,No,12,3,3,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1659,1,Male,3,1,Laboratory Technician,2,Single,"(1000, 6500]",2,No,11,3,3,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1661,3,Female,2,4,Healthcare Representative,3,Married,"(6500, 19999]",2,Yes,19,3,2,1,30,3,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,4,Medical,1662,4,Female,2,2,Manufacturing Director,3,Married,"(1000, 6500]",0,No,15,3,3,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1664,4,Male,4,2,Healthcare Representative,1,Divorced,"(6500, 19999]",6,No,20,4,1,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,5,Medical,1665,2,Female,3,4,Manager,3,Married,"(6500, 19999]",3,No,25,4,3,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1666,3,Male,2,4,Research Director,3,Married,"(6500, 19999]",1,No,24,4,1,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,4,Other,1667,4,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",3,Yes,24,4,1,0,13,2,4,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1668,4,Male,3,2,Research Scientist,4,Married,"(1000, 6500]",7,No,15,3,4,2,19,4,4,13,11,2,9
29,No,Travel_Rarely,Sales,5,3,Medical,1669,1,Male,2,2,Sales Executive,2,Divorced,"(1000, 6500]",1,Yes,13,3,2,1,10,3,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,4,Medical,1670,4,Male,3,2,Sales Executive,4,Divorced,"(1000, 6500]",1,No,14,3,3,2,6,5,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,3,Medical,1671,4,Male,3,2,Research Scientist,2,Divorced,"(1000, 6500]",0,No,13,3,3,2,10,4,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1673,1,Female,3,2,Sales Executive,4,Married,"(1000, 6500]",1,No,11,3,1,2,10,2,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,3,1,Laboratory Technician,1,Divorced,"(1000, 6500]",4,Yes,16,3,2,1,17,2,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,3,Medical,1675,4,Female,2,1,Laboratory Technician,2,Single,"(1000, 6500]",1,No,22,4,2,0,4,3,3,4,3,3,3
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1676,2,Female,4,4,Manager,2,Divorced,"(6500, 19999]",6,No,14,3,3,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,3,4,Manager,3,Single,"(6500, 19999]",4,No,14,3,1,0,23,2,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,1678,4,Male,3,3,Sales Executive,3,Single,"(6500, 19999]",3,Yes,16,3,4,0,21,2,3,2,0,0,2
20,No,Travel_Rarely,Sales,9,1,Life Sciences,1680,4,Male,3,1,Sales Representative,1,Single,"(1000, 6500]",1,No,11,3,1,0,2,3,3,2,2,0,2
33,No,Non-Travel,Sales,16,3,Life Sciences,1681,3,Female,3,2,Sales Executive,4,Divorced,"(1000, 6500]",1,Yes,25,4,3,1,7,2,3,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,3,2,Healthcare Representative,3,Married,"(1000, 6500]",6,No,14,3,2,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1683,3,Female,3,1,Human Resources,4,Divorced,"(1000, 6500]",4,Yes,18,3,1,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,1684,4,Male,2,1,Laboratory Technician,3,Single,"(1000, 6500]",1,Yes,11,3,1,0,5,2,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,1687,4,Female,3,1,Laboratory Technician,3,Married,"(1000, 6500]",7,No,19,3,4,1,7,5,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,1689,2,Male,4,3,Healthcare Representative,4,Married,"(6500, 19999]",3,No,15,3,3,0,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,1691,4,Female,3,1,Sales Representative,3,Married,"(1000, 6500]",2,Yes,11,3,3,2,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1692,4,Male,3,1,Laboratory Technician,2,Single,"(1000, 6500]",1,No,12,3,1,0,1,2,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,3,Medical,1693,4,Male,3,1,Laboratory Technician,4,Single,"(1000, 6500]",1,No,20,4,3,0,7,5,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1694,1,Male,2,1,Research Scientist,2,Divorced,"(1000, 6500]",5,No,12,3,4,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,2,Medical,1696,2,Male,2,2,Laboratory Technician,4,Married,"(1000, 6500]",1,No,14,3,3,1,15,3,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,4,Medical,1697,3,Male,1,3,Healthcare Representative,4,Divorced,"(6500, 19999]",3,No,20,4,3,1,19,2,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,1698,2,Male,4,1,Laboratory Technician,2,Married,"(1000, 6500]",1,No,18,3,4,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,4,Medical,1700,3,Male,1,2,Sales Executive,4,Divorced,"(6500, 19999]",1,No,14,3,3,2,6,2,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1701,2,Female,2,1,Research Scientist,4,Married,"(1000, 6500]",1,No,12,3,2,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1702,3,Male,3,1,Sales Representative,4,Divorced,"(1000, 6500]",1,Yes,21,4,2,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1703,3,Female,4,3,Healthcare Representative,4,Married,"(6500, 19999]",1,Yes,19,3,2,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,4,Medical,1704,1,Male,2,1,Research Scientist,4,Single,"(1000, 6500]",0,Yes,14,3,3,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,3,Medical,1706,4,Male,3,2,Sales Executive,4,Married,"(6500, 19999]",1,Yes,17,3,1,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,3,Medical,1707,3,Male,4,1,Research Scientist,3,Married,"(1000, 6500]",1,No,16,3,4,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,3,Marketing,1708,4,Male,3,3,Sales Executive,3,Single,"(6500, 19999]",1,No,12,3,2,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,4,Medical,1709,4,Female,3,1,Laboratory Technician,3,Married,"(1000, 6500]",9,No,17,3,3,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1710,3,Female,3,2,Sales Representative,4,Single,"(1000, 6500]",3,No,15,3,3,0,17,2,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,1,Life Sciences,1712,3,Male,2,3,Healthcare Representative,3,Married,"(6500, 19999]",3,No,23,4,4,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1714,4,Male,1,1,Human Resources,3,Married,"(1000, 6500]",1,No,11,3,3,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1716,3,Male,1,4,Sales Executive,3,Married,"(6500, 19999]",7,No,11,3,3,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,4,Medical,1718,4,Male,1,1,Laboratory Technician,3,Married,"(1000, 6500]",1,No,15,3,3,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1719,4,Female,2,4,Research Director,2,Single,"(6500, 19999]",1,No,11,3,3,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1720,1,Male,3,1,Research Scientist,3,Married,"(1000, 6500]",6,No,13,3,1,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1721,2,Male,3,1,Laboratory Technician,3,Married,"(1000, 6500]",1,No,14,3,4,1,6,2,4,5,2,0,3
41,No,Non-Travel,Human Resources,4,3,Human Resources,1722,3,Male,1,2,Human Resources,2,Married,"(1000, 6500]",6,No,19,3,2,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1724,2,Female,3,2,Manufacturing Director,1,Married,"(6500, 19999]",2,Yes,16,3,2,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,1725,2,Male,3,1,Laboratory Technician,1,Divorced,"(1000, 6500]",1,No,13,3,2,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1727,3,Male,3,2,Healthcare Representative,2,Single,"(1000, 6500]",6,No,14,3,4,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,4,Male,3,2,Manufacturing Director,3,Married,"(6500, 19999]",2,No,16,3,2,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,2,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,12,3,2,1,10,2,2,10,0,0,8
47,No,Non-Travel,Sales,2,4,Marketing,1731,3,Male,3,2,Sales Executive,2,Married,"(1000, 6500]",7,No,11,3,4,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1732,3,Male,3,3,Sales Executive,4,Divorced,"(6500, 19999]",4,Yes,12,3,2,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,1733,2,Male,2,2,Sales Executive,1,Divorced,"(1000, 6500]",5,Yes,13,3,2,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1734,1,Male,1,2,Sales Executive,2,Single,"(6500, 19999]",6,No,15,3,2,0,10,2,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,1,Medical,1735,3,Female,3,1,Laboratory Technician,2,Single,"(1000, 6500]",1,No,13,3,3,0,3,3,1,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1736,4,Female,3,2,Manufacturing Director,4,Single,"(1000, 6500]",2,No,20,4,4,0,9,3,2,5,4,1,4
39,No,Non-Travel,Research & Development,1,3,Life Sciences,1737,4,Male,3,2,Laboratory Technician,4,Married,"(1000, 6500]",1,Yes,15,3,4,1,9,2,3,9,8,5,8
32,No,Travel_Rarely,Sales,19,3,Life Sciences,1739,4,Male,1,3,Sales Executive,3,Married,"(6500, 19999]",3,No,13,3,3,1,10,2,1,4,3,0,2
40,No,Travel_Rarely,Sales,7,4,Medical,1740,2,Male,3,5,Manager,2,Single,"(6500, 19999]",1,No,14,3,2,0,21,3,2,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1744,3,Female,1,3,Human Resources,3,Married,"(6500, 19999]",4,No,21,4,3,2,9,2,4,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1745,4,Female,2,1,Research Scientist,1,Single,"(1000, 6500]",0,No,16,3,4,0,10,2,3,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,3,Medical,1746,1,Male,3,1,Human Resources,4,Married,"(1000, 6500]",0,No,14,3,4,1,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1747,3,Female,2,1,Human Resources,4,Divorced,"(1000, 6500]",6,No,11,3,3,1,6,0,2,4,2,1,2
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1749,1,Male,3,2,Sales Executive,3,Married,"(6500, 19999]",1,No,19,3,3,1,6,3,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,3,Medical,1751,3,Female,3,1,Research Scientist,4,Single,"(1000, 6500]",1,No,11,3,3,0,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,3,Marketing,1752,2,Female,1,1,Sales Representative,2,Single,"(1000, 6500]",1,No,13,3,3,0,2,3,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1753,4,Male,4,2,Healthcare Representative,3,Single,"(1000, 6500]",8,Yes,12,3,4,0,10,5,4,3,2,0,2
30,No,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,3,Sales Executive,1,Divorced,"(6500, 19999]",2,No,11,3,1,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,4,Medical,1755,4,Male,4,1,Research Scientist,4,Married,"(1000, 6500]",0,Yes,14,3,1,3,6,3,3,5,0,1,2
33,No,Non-Travel,Sales,2,3,Marketing,1756,4,Female,3,2,Sales Executive,2,Single,"(1000, 6500]",8,No,15,3,4,0,13,2,2,11,7,1,7
49,No,Travel_Rarely,Sales,11,4,Marketing,1757,4,Female,3,2,Sales Executive,4,Single,"(1000, 6500]",3,No,12,3,3,0,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1758,1,Female,3,3,Sales Executive,1,Single,"(6500, 19999]",2,Yes,20,4,3,0,11,2,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Medical,1760,3,Female,2,1,Laboratory Technician,2,Married,"(1000, 6500]",4,No,14,3,2,1,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1761,1,Male,3,3,Sales Executive,3,Married,"(6500, 19999]",2,No,13,3,1,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1762,4,Female,2,1,Research Scientist,1,Divorced,"(1000, 6500]",1,No,13,3,3,1,1,2,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1763,3,Male,4,2,Healthcare Representative,3,Married,"(1000, 6500]",3,No,16,3,3,1,10,3,3,7,0,1,7
32,No,Non-Travel,Research & Development,5,4,Technical Degree,1764,2,Male,3,1,Research Scientist,2,Single,"(1000, 6500]",2,No,14,3,2,0,12,3,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,3,Medical,1766,2,Male,1,2,Healthcare Representative,4,Married,"(1000, 6500]",3,Yes,16,3,3,1,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1767,3,Male,2,1,Research Scientist,3,Married,"(1000, 6500]",9,Yes,16,3,4,1,6,4,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,3,Medical,1768,2,Male,3,1,Laboratory Technician,2,Divorced,"(1000, 6500]",8,No,22,4,2,3,7,6,2,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,3,Medical,1770,3,Male,2,5,Research Director,1,Married,"(6500, 19999]",8,No,12,3,2,3,34,2,3,1,0,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,1771,4,Male,3,2,Research Scientist,2,Divorced,"(1000, 6500]",5,No,15,3,4,2,11,2,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1772,3,Male,3,1,Laboratory Technician,1,Divorced,"(1000, 6500]",1,No,20,4,2,2,5,2,3,5,3,0,4
34,No,Non-Travel,Sales,10,3,Life Sciences,1774,4,Male,3,2,Sales Executive,3,Divorced,"(1000, 6500]",1,Yes,14,3,3,1,15,3,3,15,14,0,7
53,No,Non-Travel,Research & Development,1,4,Medical,1775,1,Female,2,4,Manufacturing Director,3,Married,"(6500, 19999]",4,Yes,20,4,4,3,27,2,2,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1778,2,Male,3,1,Human Resources,4,Single,"(1000, 6500]",0,No,13,3,2,0,10,5,3,9,7,1,8
34,No,Travel_Rarely,Sales,3,2,Life Sciences,1779,4,Female,1,2,Sales Executive,4,Single,"(1000, 6500]",5,No,12,3,1,0,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,1,Marketing,1780,2,Male,3,1,Sales Representative,2,Single,"(1000, 6500]",1,No,13,3,2,0,1,3,3,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,2,Other,1782,4,Female,2,1,Laboratory Technician,3,Married,"(1000, 6500]",1,No,11,3,2,1,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1783,3,Female,3,1,Laboratory Technician,1,Married,"(1000, 6500]",1,Yes,17,3,3,0,1,6,3,1,0,0,0
31,No,Travel_Rarely,Sales,29,4,Marketing,1784,1,Female,2,2,Sales Executive,4,Married,"(1000, 6500]",1,No,14,3,1,2,13,3,3,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1786,1,Female,3,3,Manager,3,Married,"(6500, 19999]",2,No,11,3,4,0,15,2,3,2,2,2,2
37,No,Travel_Rarely,Sales,9,2,Marketing,1787,2,Male,2,2,Sales Executive,2,Married,"(1000, 6500]",1,No,14,3,1,2,5,2,3,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,4,Medical,1789,3,Male,3,5,Research Director,4,Divorced,"(6500, 19999]",7,Yes,17,3,3,1,24,3,3,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1790,4,Male,3,3,Healthcare Representative,1,Married,"(6500, 19999]",7,Yes,13,3,4,1,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1792,3,Male,3,1,Research Scientist,2,Divorced,"(1000, 6500]",1,Yes,12,3,3,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,2,Other,1794,3,Male,3,2,Human Resources,2,Divorced,"(1000, 6500]",2,No,13,3,3,0,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1797,3,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",1,Yes,18,3,4,0,10,2,3,10,7,7,7
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1798,4,Male,4,1,Research Scientist,1,Married,"(1000, 6500]",6,No,19,3,2,1,14,1,3,10,8,7,6
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1799,3,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,11,3,3,1,5,6,4,5,3,0,3
39,No,Travel_Rarely,Research & Development,10,1,Medical,1800,3,Male,3,3,Research Director,3,Single,"(6500, 19999]",7,No,21,4,3,0,9,3,3,4,3,2,2
46,No,Non-Travel,Sales,26,2,Life Sciences,1801,2,Male,2,2,Sales Executive,2,Single,"(6500, 19999]",8,No,15,3,3,0,6,3,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1802,3,Female,3,1,Laboratory Technician,1,Married,"(1000, 6500]",4,No,17,3,4,1,7,5,2,4,3,0,2
